school_code,gender,age,house_area,family_size,parent_status,mother_education,father_education,mother_job,father_job,reason,guardian,travel_time,study_time,failures,school_support,family_support,extra_tutor,activities,nursery,plan_uni,internet,romantic,family_relation,free_time,go_friend,workday_alcohol,weedend_alcohol2,health,absences,G3
SC1,F,15,Urban,medium,together,uni,uni,teacher,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3,3,3,1,2,2,2,14
SC1,F,16,Urban,medium,apart,junior,junior,other,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,1,1,4,0,13
SC1,F,16,Urban,medium,together,junior,highschool,other,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,1,3,4,4,12
SC2,M,16,Urban,medium,together,primary,primary,at_home,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,4,5,3,0,0
SC1,M,16,Urban,medium,together,highschool,uni,other,other,course,father,3,1,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,10
SC2,F,16,Urban,small,apart,junior,junior,at_home,other,reputation,mother,2,4,0,no,no,no,yes,no,no,no,yes,1,2,1,1,1,1,4,11
SC1,M,16,Urban,medium,together,junior,highschool,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,12
SC1,F,15,Urban,medium,together,highschool,junior,services,other,home,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,3,5,1,1,2,16,10
SC1,M,15,Urban,medium,together,uni,uni,health,health,other,father,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,4,2,1,1,5,0,12
SC1,M,18,Rural,medium,together,junior,highschool,other,services,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,4,5,4,13,14
SC2,M,15,Urban,small,apart,junior,junior,other,other,reputation,mother,3,4,0,no,yes,no,yes,yes,yes,no,no,5,4,5,2,3,5,8,14
SC2,F,16,Urban,medium,apart,highschool,junior,services,at_home,course,mother,2,2,2,no,yes,no,yes,yes,yes,no,yes,2,5,5,1,1,1,8,7
SC2,F,18,Rural,medium,together,primary,primary,at_home,at_home,course,mother,2,1,1,no,no,no,no,no,no,yes,yes,3,2,3,1,1,2,4,10
SC2,F,18,Rural,small,apart,uni,junior,teacher,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,1,1,1,5,0,0
SC2,M,18,Rural,small,together,highschool,junior,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,4,11
SC2,F,17,Rural,medium,together,junior,highschool,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,5,5,1,3,3,2,12
SC2,M,17,Rural,medium,together,primary,primary,other,services,other,father,3,1,0,no,no,no,no,no,no,no,no,4,2,3,3,4,4,4,14
SC1,F,17,Urban,medium,together,highschool,junior,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,3,2,0,15
SC2,F,17,Urban,medium,together,none,primary,other,at_home,course,father,2,1,0,no,no,no,yes,no,yes,no,no,2,4,4,3,5,5,5,10
SC1,F,17,Urban,medium,together,junior,uni,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,17
SC1,F,18,Urban,small,apart,junior,uni,services,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,18,10
SC2,F,17,Urban,small,together,primary,junior,at_home,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,5,5,1,1,1,3,0,10
SC1,F,15,Rural,medium,together,primary,primary,at_home,other,home,mother,2,4,0,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,4,13
SC1,F,17,Urban,medium,together,uni,uni,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,30,16
SC2,F,16,Urban,medium,together,highschool,primary,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,1,0,8
SC1,F,18,Urban,medium,together,junior,primary,other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,10,14
SC1,F,16,Urban,small,together,junior,junior,services,services,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,4,0,13
SC1,F,17,Urban,small,together,highschool,junior,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,2,15
SC1,F,17,Urban,medium,together,highschool,uni,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,8,14
SC1,F,19,Urban,medium,together,highschool,highschool,other,services,home,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,3,3,5,16,12
SC1,F,16,Urban,medium,together,highschool,highschool,other,other,home,father,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,2,5,0,13
SC2,F,16,Rural,small,together,primary,primary,at_home,other,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,1,0,18
SC1,M,16,Rural,medium,together,uni,uni,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,8,15
SC1,M,15,Urban,medium,together,uni,junior,health,services,other,mother,1,1,0,no,no,no,no,yes,yes,yes,no,2,2,4,2,4,1,0,11
SC2,M,17,Urban,medium,together,highschool,junior,other,other,other,father,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,2,2,1,0,13
SC2,F,18,Rural,medium,together,junior,junior,services,other,home,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,4,2,1,1,1,4,5,15
SC1,F,16,Urban,medium,apart,junior,junior,other,other,home,mother,1,1,1,no,no,no,no,yes,yes,no,no,5,3,4,1,1,5,12,11
SC1,F,15,Urban,medium,together,uni,uni,services,services,course,mother,1,1,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,2,3,5,0,12
SC2,F,16,Rural,medium,together,primary,junior,other,other,home,father,1,3,0,yes,yes,no,no,no,yes,yes,yes,4,3,4,1,1,3,5,13
SC1,F,17,Urban,medium,together,primary,primary,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,no,no,4,4,4,1,3,1,0,15
SC1,F,17,Urban,medium,together,uni,uni,health,health,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,2,5,2,17
SC2,M,17,Urban,medium,together,junior,junior,other,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,1,2,1,2,3,5,0,0
SC1,M,16,Urban,medium,together,uni,uni,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,14
SC1,F,15,Urban,medium,together,primary,primary,other,other,home,father,1,2,0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,4,2,12
SC1,M,15,Rural,medium,together,highschool,uni,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,2,11
SC2,F,15,Urban,medium,together,junior,junior,other,services,course,mother,2,3,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,0,14
SC2,F,19,Rural,medium,together,primary,primary,at_home,other,course,other,2,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,3,4,9
SC1,M,16,Rural,medium,together,uni,junior,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,8,11
SC1,F,16,Urban,medium,together,uni,uni,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,2,6,17
SC2,F,15,Rural,small,together,primary,primary,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,no,no,yes,5,2,1,1,3,4,0,9
SC1,F,15,Urban,medium,together,primary,junior,at_home,services,course,father,1,2,0,no,no,no,no,no,yes,no,yes,2,3,4,2,4,1,6,11
SC1,M,20,Urban,medium,apart,highschool,junior,services,other,course,other,1,1,2,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,15
SC2,F,18,Urban,medium,together,primary,primary,at_home,services,course,mother,3,2,1,no,no,no,no,yes,no,no,no,4,4,2,1,2,2,2,10
SC1,M,16,Rural,medium,together,uni,highschool,services,other,reputation,mother,2,1,0,yes,yes,yes,yes,no,yes,yes,no,3,3,3,1,1,4,6,11
SC1,F,17,Urban,small,together,junior,junior,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,2,12
SC2,M,19,Urban,medium,together,primary,primary,other,other,other,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,3,3,4,4,2,10
SC2,F,16,Urban,medium,together,primary,primary,at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,no,yes,5,4,3,2,1,2,0,15
SC2,M,15,Rural,medium,together,primary,primary,other,other,course,mother,4,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,2,4,4,8,9
SC2,F,18,Urban,medium,together,junior,junior,services,at_home,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,1,1,2,14
SC1,M,16,Urban,medium,together,highschool,primary,other,other,reputation,father,2,4,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,5,2,11
SC1,F,16,Urban,small,together,primary,junior,other,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,1,1,0,10
SC2,F,17,Rural,medium,together,primary,primary,at_home,at_home,course,father,2,1,0,no,yes,no,yes,yes,no,yes,yes,3,5,5,2,2,4,3,10
SC1,M,17,Urban,small,together,uni,uni,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,4,5,3,15,12
SC2,M,17,Rural,medium,together,junior,junior,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,3,5,5,0,10
SC2,F,17,Urban,medium,apart,primary,none,other,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,5,1,1,4,1,10
SC2,M,17,Rural,medium,together,junior,primary,other,other,other,mother,3,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,5,5,3,8,9
SC1,F,18,Urban,small,together,uni,junior,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,3,0,17
SC2,F,18,Urban,medium,together,highschool,highschool,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,6,13
SC2,M,16,Rural,medium,together,highschool,uni,other,health,other,mother,3,2,0,no,no,no,no,no,yes,no,no,3,4,5,1,2,5,4,11
SC1,F,15,Urban,small,together,highschool,junior,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,1,5,4,11
SC1,F,17,Urban,medium,together,primary,primary,at_home,other,course,mother,1,2,0,yes,no,no,no,no,yes,no,yes,4,3,2,1,1,4,10,10
SC1,M,16,Urban,medium,together,uni,uni,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,0,13
SC1,M,17,Urban,medium,together,uni,highschool,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,13
SC1,F,19,Urban,medium,together,uni,uni,health,other,reputation,other,2,2,0,no,yes,no,yes,yes,yes,yes,no,2,3,4,2,3,2,2,13
SC1,F,15,Urban,medium,apart,highschool,highschool,other,health,reputation,father,1,4,0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10,10
SC1,M,18,Urban,medium,together,junior,junior,other,other,home,mother,2,2,3,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,9,10
SC2,F,17,Rural,medium,together,highschool,junior,at_home,other,course,father,1,2,1,no,no,no,no,yes,yes,no,yes,4,5,4,1,2,5,0,10
SC1,F,17,Urban,medium,together,uni,highschool,health,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13
SC2,F,17,Rural,medium,together,junior,junior,at_home,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,1,3,1,2,5,5,9
SC1,F,18,Urban,small,apart,uni,uni,health,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,2,4,1,1,4,0,15
SC1,M,19,Rural,small,together,junior,primary,at_home,services,course,mother,2,3,1,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,0,11
SC2,F,18,Urban,medium,together,primary,primary,other,other,course,mother,3,2,2,no,no,no,yes,yes,yes,no,yes,3,4,4,2,2,5,3,7
SC1,F,18,Urban,medium,together,junior,primary,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,5,1,2,1,8,15
SC1,M,17,Rural,small,together,primary,primary,other,services,course,mother,4,2,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,8
SC1,F,15,Urban,small,apart,highschool,uni,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,11
SC2,F,16,Rural,small,together,junior,primary,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,1,1,5,2,8
SC1,F,18,Urban,medium,together,uni,highschool,other,other,reputation,father,1,4,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,17
SC2,M,17,Urban,medium,together,highschool,highschool,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,5,5,3,8,9
SC2,F,18,Urban,small,together,primary,primary,other,at_home,reputation,mother,2,2,0,yes,no,no,no,yes,yes,no,no,2,3,5,1,4,3,8,10
SC2,M,18,Urban,medium,together,uni,uni,teacher,teacher,home,father,1,2,0,no,no,no,yes,no,yes,yes,no,3,2,4,1,4,2,4,19
SC2,F,19,Urban,small,apart,primary,primary,at_home,other,course,mother,1,1,0,no,yes,no,no,yes,no,no,no,1,4,4,1,1,5,0,7
SC1,M,15,Urban,medium,together,uni,uni,health,services,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,4,2,3,4,5,0,11
SC2,F,15,Rural,medium,together,primary,primary,at_home,services,other,mother,1,1,1,no,yes,no,no,yes,yes,no,yes,4,1,3,1,1,2,6,10
SC2,F,15,Rural,medium,together,primary,primary,at_home,other,home,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,2,1,11
SC1,F,17,Urban,medium,together,junior,uni,at_home,health,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,1,6,16
SC1,M,15,Urban,medium,together,junior,junior,services,services,course,father,1,1,0,yes,yes,no,no,yes,yes,yes,no,5,4,1,1,1,1,0,10
SC1,F,15,Urban,medium,together,primary,junior,at_home,services,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,0,14
SC2,F,18,Urban,small,together,junior,junior,services,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,4,3,0,13
SC1,M,18,Urban,small,together,junior,junior,services,services,reputation,mother,1,2,0,no,yes,no,yes,no,no,yes,no,4,4,4,1,3,3,11,12
SC1,M,16,Urban,medium,together,uni,uni,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16,8
SC2,F,15,Rural,small,together,primary,primary,other,services,course,mother,2,1,1,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,2,4,8
SC2,F,17,Rural,small,apart,highschool,primary,other,at_home,course,other,2,3,0,no,yes,yes,no,yes,no,no,no,4,2,3,2,2,3,5,8
SC1,M,17,Urban,medium,together,highschool,highschool,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,10
SC2,M,15,Urban,medium,together,junior,junior,health,other,reputation,mother,3,1,0,no,no,no,no,yes,yes,no,no,4,3,3,1,2,4,1,13
SC1,M,17,Rural,small,together,primary,junior,other,other,reputation,mother,1,1,3,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,14,10
SC1,F,15,Rural,medium,together,highschool,uni,services,teacher,course,father,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,12
SC1,M,16,Urban,small,together,junior,junior,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,1,3,0,13
SC1,F,18,Urban,medium,together,highschool,highschool,other,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,1,1,1,1,3,14,7
SC2,M,18,Rural,medium,together,primary,none,at_home,at_home,course,other,3,1,1,yes,yes,no,no,yes,yes,no,no,4,3,2,1,1,4,0,13
SC1,F,17,Urban,medium,together,uni,uni,teacher,teacher,course,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,4,3,3,1,2,4,4,15
SC1,F,19,Urban,medium,together,none,primary,at_home,other,course,other,1,2,2,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,0,11
SC2,M,17,Rural,small,together,junior,junior,services,services,other,mother,3,4,1,no,yes,no,no,yes,yes,no,no,1,3,5,3,5,3,2,9
SC1,F,15,Urban,medium,together,primary,primary,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,0,12
SC2,F,18,Rural,medium,together,junior,junior,other,other,other,mother,2,1,1,no,no,no,no,yes,no,yes,yes,5,5,5,1,1,3,0,0
SC1,M,16,Urban,medium,together,uni,highschool,health,services,reputation,mother,1,4,0,no,no,no,yes,yes,yes,yes,no,4,2,2,1,1,2,2,17
SC2,M,17,Rural,small,together,primary,highschool,other,other,course,father,2,1,0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,5,2,12
SC1,F,16,Urban,small,together,uni,highschool,teacher,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,2,1,2,16
SC1,M,17,Urban,medium,together,highschool,highschool,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,0,17
SC1,F,15,Rural,medium,together,primary,primary,other,other,reputation,mother,1,2,0,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,5,2,11
SC1,F,16,Rural,medium,together,uni,uni,health,teacher,other,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,2,4,4,2,3,4,0,16
SC2,M,17,Urban,medium,together,highschool,highschool,health,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,4,5,4,2,3,3,4,10
SC1,F,16,Urban,medium,together,primary,primary,services,services,course,father,4,1,0,yes,yes,no,yes,no,yes,yes,yes,5,5,5,5,5,5,0,16
SC2,F,16,Rural,small,together,junior,junior,other,other,course,mother,1,3,0,no,yes,no,no,no,yes,no,yes,4,3,3,2,2,5,2,11
SC2,M,16,Urban,medium,together,junior,primary,health,services,other,mother,2,2,0,no,no,no,no,no,yes,yes,yes,4,2,2,1,4,5,2,8
SC2,F,17,Rural,medium,together,uni,junior,other,other,course,mother,2,2,0,yes,yes,no,no,no,yes,yes,no,4,3,3,2,3,5,0,18
SC1,M,16,Urban,medium,together,highschool,junior,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,12
SC1,M,17,Urban,small,together,uni,uni,teacher,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,10
SC2,F,18,Urban,medium,apart,primary,junior,at_home,other,course,mother,2,2,2,no,yes,no,no,yes,yes,no,no,4,3,3,1,1,5,2,8
SC1,M,16,Urban,small,apart,uni,uni,teacher,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,1,3,3,5,5,6,10
SC1,M,18,Urban,medium,together,uni,uni,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,0,13
SC1,M,16,Urban,medium,together,uni,uni,teacher,teacher,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,4,12
SC2,F,17,Urban,small,apart,highschool,junior,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,0,15
SC1,M,16,Urban,small,together,uni,highschool,health,other,home,father,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,5,6,12
SC1,M,15,Urban,small,together,primary,junior,other,other,course,mother,2,1,0,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,2,10
SC2,F,16,Rural,medium,together,uni,uni,health,teacher,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,3,2,0,16
SC2,F,16,Urban,small,apart,junior,junior,other,other,home,mother,1,1,0,no,yes,no,no,yes,no,no,no,4,3,4,1,2,1,6,8
SC1,F,16,Rural,medium,together,highschool,highschool,services,other,reputation,father,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,4,11
SC2,F,16,Urban,medium,together,highschool,highschool,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,no,yes,yes,4,5,4,1,1,4,0,13
SC1,M,17,Rural,medium,together,junior,junior,other,other,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,1,1,0,13
SC1,M,18,Rural,small,together,highschool,highschool,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,10
SC1,F,17,Rural,small,together,primary,primary,at_home,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,3,5,4,15
SC1,M,16,Urban,small,together,primary,junior,health,services,course,mother,2,1,2,no,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0,10
SC2,F,17,Rural,small,apart,junior,primary,services,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,2,5,12
SC1,F,15,Urban,small,apart,junior,primary,at_home,other,home,mother,2,1,0,no,yes,no,yes,yes,no,yes,yes,4,4,2,1,1,5,0,10
SC2,F,17,Rural,medium,together,junior,junior,at_home,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,5,1,2,4,0,11
SC2,M,17,Urban,medium,together,junior,highschool,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,4,16
SC1,M,17,Rural,small,together,junior,primary,at_home,other,course,mother,2,1,1,no,no,yes,yes,yes,no,yes,yes,3,3,2,2,2,5,8,9
SC2,M,18,Rural,medium,together,highschool,junior,other,other,course,mother,2,1,0,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,8,11
SC1,F,18,Rural,medium,together,junior,junior,other,other,home,mother,1,2,0,yes,no,no,no,yes,yes,no,no,3,2,3,1,1,5,4,13
SC1,F,16,Urban,medium,together,junior,primary,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,4,10
SC1,F,15,Urban,medium,together,junior,primary,services,other,reputation,father,3,3,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,4,0,13
SC1,F,15,Urban,medium,together,junior,highschool,other,other,other,father,2,1,0,no,yes,no,yes,yes,yes,no,no,3,5,1,1,1,5,4,11
SC2,F,15,Rural,small,together,junior,junior,other,other,other,father,1,3,0,yes,yes,no,no,yes,yes,no,no,4,4,3,2,2,5,2,12
SC1,M,18,Rural,medium,together,highschool,junior,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,2,12
SC1,M,18,Urban,medium,together,junior,primary,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,2,16
SC1,F,17,Urban,medium,together,highschool,primary,other,at_home,home,mother,1,1,1,no,yes,yes,no,yes,yes,yes,yes,4,1,2,1,1,3,6,13
SC1,F,16,Urban,small,apart,highschool,highschool,other,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,5,1,4,3,6,13
SC1,M,17,Urban,medium,together,highschool,junior,services,services,course,mother,1,1,3,no,yes,yes,yes,yes,yes,yes,no,5,5,5,2,4,5,2,7
SC1,F,18,Urban,medium,together,uni,highschool,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,2,17
SC1,F,17,Urban,medium,together,junior,junior,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,12,14
SC1,M,15,Urban,medium,together,junior,junior,services,services,home,father,1,4,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,13
SC2,F,16,Rural,medium,together,junior,junior,at_home,other,course,mother,2,2,1,no,yes,no,yes,no,yes,no,no,4,4,4,2,3,5,2,12
SC2,M,16,Rural,small,together,primary,primary,at_home,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,2,4,5,0,9
SC2,F,18,Urban,small,apart,primary,primary,at_home,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,yes,5,2,3,1,2,3,2,11
SC1,M,18,Urban,small,together,junior,junior,other,other,course,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0,12
SC1,F,17,Rural,small,together,uni,uni,services,other,other,mother,1,1,0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,3,6,11
SC1,M,17,Urban,medium,together,junior,highschool,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,2,13
SC1,F,17,Urban,medium,together,uni,highschool,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,16,10
SC2,F,16,Urban,medium,together,primary,junior,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,3,8
SC1,F,17,Urban,medium,together,primary,primary,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,12
SC1,M,15,Urban,small,together,uni,junior,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,18
SC1,M,15,Urban,medium,together,uni,uni,teacher,health,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,3,2,2,1,1,5,8,16
SC1,M,15,Urban,medium,together,uni,highschool,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,3,5,0,11
SC1,M,18,Rural,small,together,highschool,junior,services,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,4,0,15
SC1,F,15,Rural,small,together,junior,junior,health,services,reputation,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,1,3,1,3,4,0,11
SC2,F,18,Rural,small,apart,primary,junior,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,15
SC1,F,17,Urban,medium,together,uni,highschool,health,services,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,3,0,18
SC2,F,19,Urban,medium,together,primary,primary,at_home,services,course,mother,1,3,1,no,no,no,yes,yes,no,no,yes,5,3,1,1,1,3,6,9
SC2,F,18,Rural,small,apart,highschool,junior,other,other,course,other,2,3,2,no,yes,no,no,no,no,no,yes,3,3,2,1,1,2,6,10
SC2,F,19,Urban,medium,together,primary,primary,other,other,course,other,2,2,1,no,yes,no,no,yes,yes,yes,yes,1,1,4,4,1,1,12,9
SC1,F,17,Urban,medium,together,uni,uni,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,13
SC1,F,17,Urban,medium,together,junior,highschool,other,other,course,father,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,1,1,1,3,2,14
SC1,F,17,Urban,small,apart,junior,junior,other,other,home,mother,1,1,1,no,yes,no,no,no,no,yes,no,3,1,2,1,1,1,8,10
SC1,F,16,Urban,medium,together,primary,junior,other,other,course,mother,1,1,0,no,no,no,no,yes,no,yes,no,5,3,5,1,2,5,4,11
